Artikelnummer,FAQ
ONS-SI+-10G-ER,"Welche Reichweite hat das ONS-SI+-10G-ER?||40 km über Singlemode (10GBASE-ER, ER (Extended Reach, industriell)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-ER-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SI+-10G-ER?||Das ONS-SI+-10G-ER hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ER."
ONS-SI+-10G-ZR,"Welche Reichweite hat das ONS-SI+-10G-ZR?||80 km über Singlemode (10GBASE-ZR, ZR (Weitverkehr, industriell)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-ZR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SI+-10G-ZR?||Das ONS-SI+-10G-ZR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ZR."
GLC-LH-LMM-TI,"Wofür ist das GLC-LH-LMM-TI ausgelegt?||Für 1 Gbit/s-Verbindungen über Singlemode/Multimode bei 1310 nm, 10 km (LX/LH (industriell, TI)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-LH-LMM-TI?||Das GLC-LH-LMM-TI hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-LX/LH."
GLC-ZX-LMM-TI,"Wofür ist das GLC-ZX-LMM-TI ausgelegt?||Für 1 Gbit/s-Verbindungen über Singlemode bei 1550 nm, bis 70 km (ZX (industriell, TI)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-ZX-LMM-TI?||Das GLC-ZX-LMM-TI hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-ZX."
GLC-T++,"Wofür ist das GLC-T++ ausgelegt?||Für 1 Gbit/s-Verbindungen über Kupfer (Cat-5), 100 m (T (Kupfer)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-T++?||Das GLC-T++ hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-T."
GLC-TE++,"Wofür ist das GLC-TE++ ausgelegt?||Für 1 Gbit/s-Verbindungen über Kupfer (Cat-5), 100 m (T (Kupfer, erweitert)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-TE++?||Das GLC-TE++ hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-T."
S1G-LH-PM-D-I,"Wofür ist das S1G-LH-PM-D-I ausgelegt?||Für 1 Gbit/s-Verbindungen über Singlemode bei 1310 nm, 10 km (LH (1G, PM-Sensor)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das S1G-LH-PM-D-I?||Das S1G-LH-PM-D-I hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-LX."
S1G-SX-PM-D-I,"Wofür ist das S1G-SX-PM-D-I ausgelegt?||Für 1 Gbit/s-Verbindungen über Multimode (OM2) bei 850 nm, bis 550 m (SX (1G, PM-Sensor)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das S1G-SX-PM-D-I?||Das S1G-SX-PM-D-I hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-SX."
S1G-TE-PM-D-I,"Wofür ist das S1G-TE-PM-D-I ausgelegt?||Für 1 Gbit/s-Verbindungen über Kupfer (Cat-5/6), 100 m (T (1G Kupfer, PM-Sensor)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das S1G-TE-PM-D-I?||Das S1G-TE-PM-D-I hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-T."
S10G-ER-PM-D-I,"Wofür ist das S10G-ER-PM-D-I ausgelegt?||Für 10 Gbit/s-Verbindungen über Singlemode bei 1550 nm, 40 km (ER (10G, PM-Sensor)).##Welcher Formfaktor?||SFP+ — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das S10G-ER-PM-D-I?||Das S10G-ER-PM-D-I hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ER."
S10G-LR-PM-D-I,"Wofür ist das S10G-LR-PM-D-I ausgelegt?||Für 10 Gbit/s-Verbindungen über Singlemode bei 1310 nm, 10 km (LR (10G, PM-Sensor)).##Welcher Formfaktor?||SFP+ — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das S10G-LR-PM-D-I?||Das S10G-LR-PM-D-I hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-LR."
S10G-SR-PM-D-I,"Wofür ist das S10G-SR-PM-D-I ausgelegt?||Für 10 Gbit/s-Verbindungen über Multimode (OM3/OM4/OM5) bei 850 nm, bis 150 m (OM3+) (SR (10G, PM-Sensor)).##Welcher Formfaktor?||SFP+ — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das S10G-SR-PM-D-I?||Das S10G-SR-PM-D-I hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-SR."
FET-10G,"Wofür ist das FET-10G ausgelegt?||Für 10 Gbit/s-Verbindungen über Multimode (OM2/OM3/OM4) bei 850 nm, 25 m (OM2) / 100 m (OM3+) (FET (Fabric Extender)).##Welcher Formfaktor?||SFP+ — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das FET-10G?||Das FET-10G hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-SR (FET)."
DP01QSDD-LK9,"Welche Reichweite hat das DP01QSDD-LK9?||Langstrecke (kohärent ZR+, je nach Linkbudget) (Coherent ZR+ (OTN, High Tx Power)) über Singlemode-Glasfaser.##Welche Technik nutzt es?||Digital-kohärente 400-Gigabit-Übertragung (DCO) im QSFP-DD-Formfaktor.##Welche Datenrate und Bauform hat das DP01QSDD-LK9?||Das DP01QSDD-LK9 hat den Formfaktor QSFP-DD mit 400 Gbit/s (kohärent) nach 400G Coherent (OIF, ITU-T G.709)."
DP04QSDD-HE0-A1,"Welche Reichweite hat das DP04QSDD-HE0-A1?||Langstrecke (kohärent ZR+, je nach Linkbudget) (Coherent ZR+ (High Tx Power)) über Singlemode-Glasfaser.##Welche Technik nutzt es?||Digital-kohärente 400-Gigabit-Übertragung (DCO) im QSFP-DD-Formfaktor.##Welche Datenrate und Bauform hat das DP04QSDD-HE0-A1?||Das DP04QSDD-HE0-A1 hat den Formfaktor QSFP-DD mit 400 Gbit/s (kohärent) nach 400G Coherent (OIF, ITU-T G.709)."
DP04QSDD-HK9,"Welche Reichweite hat das DP04QSDD-HK9?||Langstrecke (kohärent ZR+, je nach Linkbudget) (Coherent ZR+ (OTN, High Tx Power)) über Singlemode-Glasfaser.##Welche Technik nutzt es?||Digital-kohärente 400-Gigabit-Übertragung (DCO) im QSFP-DD-Formfaktor.##Welche Datenrate und Bauform hat das DP04QSDD-HK9?||Das DP04QSDD-HK9 hat den Formfaktor QSFP-DD mit 400 Gbit/s (kohärent) nach 400G Coherent (OIF, ITU-T G.709)."
DP04QSDD-ULH-A1,"Welche Reichweite hat das DP04QSDD-ULH-A1?||über 3000 km (amplifiziert) (Coherent Ultra Long Haul (C+L-Band durchstimmbar)) über Singlemode-Glasfaser.##Welche Technik nutzt es?||Digital-kohärente 400-Gigabit-Übertragung (DCO) im QSFP-DD-Formfaktor.##Welche Datenrate und Bauform hat das DP04QSDD-ULH-A1?||Das DP04QSDD-ULH-A1 hat den Formfaktor QSFP-DD mit 400 Gbit/s (kohärent) nach 400G Coherent (OIF, ITU-T G.709)."
QDD-2Q200-CU2.5M,"Benötigt das Kabel Strom?||Nein, es ist ein passives Twinax-Kupferkabel ohne aktive Elektronik.##Welche Länge und Stecker?||2,5 m mit fest konfektionierten QSFP-DD ↔ 2× QSFP56-Steckern.##Welche Datenrate und Bauform hat das QDD-2Q200-CU2.5M?||Das QDD-2Q200-CU2.5M hat den Formfaktor QSFP-DD mit 2× 200 Gbit/s (Breakout)."
QDD-400-CU0.5M,"Benötigt das Kabel Strom?||Nein, es ist ein passives Twinax-Kupferkabel ohne aktive Elektronik.##Welche Länge und Stecker?||0,5 m mit fest konfektionierten QSFP-DD ↔ QSFP-DD-Steckern.##Welche Datenrate und Bauform hat das QDD-400-CU0.5M?||Das QDD-400-CU0.5M hat den Formfaktor QSFP-DD mit 400 Gbit/s."
QDD-4ZQ100-CU2.5M,"Benötigt das Kabel Strom?||Nein, es ist ein passives Twinax-Kupferkabel ohne aktive Elektronik.##Welche Länge und Stecker?||2,5 m mit fest konfektionierten QSFP-DD ↔ 4× QSFP56-Steckern.##Welche Datenrate und Bauform hat das QDD-4ZQ100-CU2.5M?||Das QDD-4ZQ100-CU2.5M hat den Formfaktor QSFP-DD mit 4× 100 Gbit/s (Breakout)."
QSFP-100G-ER4,"Welche Reichweite hat das QSFP-100G-ER4?||Bis 40 km über Singlemode-Glasfaser mit FEC, 30 km ohne FEC (100GBASE-ER4).##Wie überträgt es 100 Gigabit?||Über vier gemultiplexte LAN-WDM-Wellenlängen um 1310 nm (4×25G), modulintern gemultiplext.##Welche Datenrate und Bauform hat das QSFP-100G-ER4?||Das QSFP-100G-ER4 hat den Formfaktor QSFP28 mit 100 Gbit/s (4×25G) nach 100GBASE-ER4."
QSFP-100G-AOC,"Was ist ein Active Optical Cable?||Ein werkseitig terminiertes Glasfaserkabel mit fest integrierten optischen QSFP28-Enden — kein separater Transceiver nötig.##Welche Längen gibt es?||Die QSFP-100G-AOC-Familie ist in Längen von 1 bis 30 Metern verfügbar.##Welche Datenrate und Bauform hat das QSFP-100G-AOC?||Das QSFP-100G-AOC hat den Formfaktor QSFP28 mit 100 Gbit/s (4×25G) nach 100G QSFP28 AOC."
MGBSX1,"Wofür ist das MGBSX1 ausgelegt?||Für Gigabit-Ethernet-Verbindungen über Multimode bei 850 nm, bis 550 m (1000BASE-SX).##In welche Plattform passt es?||In die Cisco 100/200/300/350/500 Series Small-Business-Switches mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das MGBSX1?||Das MGBSX1 hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-SX."
MGBLX1,"Wofür ist das MGBLX1 ausgelegt?||Für Gigabit-Ethernet-Verbindungen über Singlemode bei 1310 nm, 10 km (1000BASE-LX).##In welche Plattform passt es?||In die Cisco 100/200/300/350/500 Series Small-Business-Switches mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das MGBLX1?||Das MGBLX1 hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-LX."
MGBLH1,"Wofür ist das MGBLH1 ausgelegt?||Für Gigabit-Ethernet-Verbindungen über Singlemode bei 1310 nm, 40 km (1000BASE-LH).##In welche Plattform passt es?||In die Cisco 100/200/300/350/500 Series Small-Business-Switches mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das MGBLH1?||Das MGBLH1 hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-LH."
MGBT1,"Wofür ist das MGBT1 ausgelegt?||Für Gigabit-Ethernet-Verbindungen über Kupfer (Cat-5e), 100 m (1000BASE-T).##In welche Plattform passt es?||In die Cisco 100/200/300/350/500 Series Small-Business-Switches mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das MGBT1?||Das MGBT1 hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-T."
